MEGYE,TELEPÜLÉS,Szavazókör sorszáma,OEVK
Borsod-Abaúj-Zemplén,Borsodszentgyörgy,002,05
Borsod-Abaúj-Zemplén,Borsodszirák,001,06
Borsod-Abaúj-Zemplén,Bózsva,001,10
Borsod-Abaúj-Zemplén,Bőcs,001,12
Borsod-Abaúj-Zemplén,Bőcs,002,12
Borsod-Abaúj-Zemplén,Bőcs,003,12
Borsod-Abaúj-Zemplén,Bükkábrány,001,13
Borsod-Abaúj-Zemplén,Bükkábrány,002,13
Borsod-Abaúj-Zemplén,Bükkaranyos,001,13
Borsod-Abaúj-Zemplén,Bükkmogyorósd,001,06
Borsod-Abaúj-Zemplén,Bükkszentkereszt,001,04
Borsod-Abaúj-Zemplén,Bükkzsérc,001,13
Borsod-Abaúj-Zemplén,Büttös,001,09
Borsod-Abaúj-Zemplén,Cigánd,001,10
Borsod-Abaúj-Zemplén,Cigánd,002,10
Borsod-Abaúj-Zemplén,Cigánd,003,10
Borsod-Abaúj-Zemplén,Cigánd,004,10
Borsod-Abaúj-Zemplén,Csenyéte,001,09
Borsod-Abaúj-Zemplén,Cserépfalu,001,13
Borsod-Abaúj-Zemplén,Cserépváralja,001,13
Borsod-Abaúj-Zemplén,Csernely,001,06
Borsod-Abaúj-Zemplén,Csincse,001,13
Borsod-Abaúj-Zemplén,Csobád,001,09
Borsod-Abaúj-Zemplén,Csobaj,001,11
Borsod-Abaúj-Zemplén,Csokvaomány,001,06
Borsod-Abaúj-Zemplén,Damak,001,08
Borsod-Abaúj-Zemplén,Dámóc,001,10
Borsod-Abaúj-Zemplén,Debréte,001,08
Borsod-Abaúj-Zemplén,Dédestapolcsány,001,06
Borsod-Abaúj-Zemplén,Dédestapolcsány,002,06
Borsod-Abaúj-Zemplén,Dédestapolcsány,003,06
Borsod-Abaúj-Zemplén,Detek,001,09
Borsod-Abaúj-Zemplén,Domaháza,001,05
Borsod-Abaúj-Zemplén,Dövény,001,08
Borsod-Abaúj-Zemplén,Dubicsány,001,07
Borsod-Abaúj-Zemplén,Edelény,001,08
Borsod-Abaúj-Zemplén,Edelény,002,08
Borsod-Abaúj-Zemplén,Edelény,003,08
Borsod-Abaúj-Zemplén,Edelény,004,08
Borsod-Abaúj-Zemplén,Edelény,005,08
Borsod-Abaúj-Zemplén,Edelény,006,08
Borsod-Abaúj-Zemplén,Edelény,007,08
Borsod-Abaúj-Zemplén,Edelény,008,08
Borsod-Abaúj-Zemplén,Edelény,009,08
Borsod-Abaúj-Zemplén,Edelény,010,08
Borsod-Abaúj-Zemplén,Egerlövő,001,13
Borsod-Abaúj-Zemplén,Égerszög,001,08
Borsod-Abaúj-Zemplén,Emőd,001,13
Borsod-Abaúj-Zemplén,Emőd,002,13
Borsod-Abaúj-Zemplén,Emőd,003,13
Borsod-Abaúj-Zemplén,Emőd,004,13
Borsod-Abaúj-Zemplén,Emőd,005,13
Borsod-Abaúj-Zemplén,Emőd,006,13
Borsod-Abaúj-Zemplén,Encs,001,09
Borsod-Abaúj-Zemplén,Encs,002,09
Borsod-Abaúj-Zemplén,Encs,003,09
Borsod-Abaúj-Zemplén,Encs,004,09
Borsod-Abaúj-Zemplén,Encs,005,09
Borsod-Abaúj-Zemplén,Encs,006,09
Borsod-Abaúj-Zemplén,Encs,007,09
Borsod-Abaúj-Zemplén,Encs,008,09
Borsod-Abaúj-Zemplén,Erdőbénye,001,11
Borsod-Abaúj-Zemplén,Erdőbénye,002,11
Borsod-Abaúj-Zemplén,Erdőhorváti,001,10
Borsod-Abaúj-Zemplén,Fáj,001,09
Borsod-Abaúj-Zemplén,Fancsal,001,09
Borsod-Abaúj-Zemplén,Farkaslyuk,001,05
Borsod-Abaúj-Zemplén,Farkaslyuk,002,05
Borsod-Abaúj-Zemplén,Felsőberecki,001,10
Borsod-Abaúj-Zemplén,Felsődobsza,001,09
Borsod-Abaúj-Zemplén,Felsőgagy,001,09
Borsod-Abaúj-Zemplén,Felsőkelecsény,001,08
Borsod-Abaúj-Zemplén,Felsőnyárád,001,08
Borsod-Abaúj-Zemplén,Felsőregmec,001,10
Borsod-Abaúj-Zemplén,Felsőtelekes,001,08
Borsod-Abaúj-Zemplén,Felsővadász,001,09
Borsod-Abaúj-Zemplén,Felsőzsolca,001,01
Borsod-Abaúj-Zemplén,Felsőzsolca,002,01
Borsod-Abaúj-Zemplén,Felsőzsolca,003,01
Borsod-Abaúj-Zemplén,Felsőzsolca,004,01
Borsod-Abaúj-Zemplén,Felsőzsolca,005,01
Borsod-Abaúj-Zemplén,Felsőzsolca,006,01
Borsod-Abaúj-Zemplén,Filkeháza,001,10
Borsod-Abaúj-Zemplén,Fony,001,09
Borsod-Abaúj-Zemplén,Forró,001,09
Borsod-Abaúj-Zemplén,Forró,002,09
Borsod-Abaúj-Zemplén,Fulókércs,001,09
Borsod-Abaúj-Zemplén,Füzér,001,10
Borsod-Abaúj-Zemplén,Füzérkajata,001,10
Borsod-Abaúj-Zemplén,Füzérkomlós,001,10
Borsod-Abaúj-Zemplén,Füzérradvány,001,10
Borsod-Abaúj-Zemplén,Gadna,001,09
Borsod-Abaúj-Zemplén,Gagyapáti,001,09
Borsod-Abaúj-Zemplén,Gagybátor,001,09
Borsod-Abaúj-Zemplén,Gagyvendégi,001,09
Borsod-Abaúj-Zemplén,Galvács,001,08
Borsod-Abaúj-Zemplén,Garadna,001,09
Borsod-Abaúj-Zemplén,Gelej,001,12
Borsod-Abaúj-Zemplén,Gesztely,001,01
Borsod-Abaúj-Zemplén,Gesztely,002,01
Borsod-Abaúj-Zemplén,Gesztely,003,01
Borsod-Abaúj-Zemplén,Gesztely,004,01
Borsod-Abaúj-Zemplén,Girincs,001,12
Borsod-Abaúj-Zemplén,Golop,001,11
Borsod-Abaúj-Zemplén,Gömörszőlős,001,07
Borsod-Abaúj-Zemplén,Gönc,001,09
Borsod-Abaúj-Zemplén,Gönc,002,09
Borsod-Abaúj-Zemplén,Gönc,003,09
Borsod-Abaúj-Zemplén,Göncruszka,001,09
Borsod-Abaúj-Zemplén,Györgytarló,001,11
Borsod-Abaúj-Zemplén,Halmaj,001,09
Borsod-Abaúj-Zemplén,Halmaj,002,09
Borsod-Abaúj-Zemplén,Hangács,001,08
Borsod-Abaúj-Zemplén,Hangony,001,05
Borsod-Abaúj-Zemplén,Hangony,002,05
Borsod-Abaúj-Zemplén,Háromhuta,001,10
Borsod-Abaúj-Zemplén,Harsány,001,13
Borsod-Abaúj-Zemplén,Harsány,002,13
Borsod-Abaúj-Zemplén,Hegymeg,001,08
Borsod-Abaúj-Zemplén,Hejce,001,09
Borsod-Abaúj-Zemplén,Hejőbába,001,12
Borsod-Abaúj-Zemplén,Hejőbába,002,12
Borsod-Abaúj-Zemplén,Hejőkeresztúr,001,12
Borsod-Abaúj-Zemplén,Hejőkeresztúr,002,12
Borsod-Abaúj-Zemplén,Hejőkürt,001,12
Borsod-Abaúj-Zemplén,Hejőpapi,001,12
Borsod-Abaúj-Zemplén,Hejőszalonta,001,12
Borsod-Abaúj-Zemplén,Hercegkút,001,10
Borsod-Abaúj-Zemplén,Hernádbűd,001,09
Borsod-Abaúj-Zemplén,Hernádcéce,001,09
Borsod-Abaúj-Zemplén,Hernádkak,001,01
Borsod-Abaúj-Zemplén,Hernádkak,002,01
Borsod-Abaúj-Zemplén,Hernádkércs,001,09
Borsod-Abaúj-Zemplén,Hernádnémeti,001,01
Borsod-Abaúj-Zemplén,Hernádnémeti,002,01
Borsod-Abaúj-Zemplén,Hernádnémeti,003,01
Borsod-Abaúj-Zemplén,Hernádpetri,001,09
Borsod-Abaúj-Zemplén,Hernádszentandrás,001,09
Borsod-Abaúj-Zemplén,Hernádszurdok,001,09
Borsod-Abaúj-Zemplén,Hernádvécse,001,09
Borsod-Abaúj-Zemplén,Hét,001,07
Borsod-Abaúj-Zemplén,Hidasnémeti,001,09
Borsod-Abaúj-Zemplén,Hidvégardó,001,08
Borsod-Abaúj-Zemplén,Hollóháza,001,10
Borsod-Abaúj-Zemplén,Homrogd,001,09
Borsod-Abaúj-Zemplén,Igrici,001,12
Borsod-Abaúj-Zemplén,Imola,001,08
Borsod-Abaúj-Zemplén,Ináncs,001,09
Borsod-Abaúj-Zemplén,Irota,001,08
Borsod-Abaúj-Zemplén,Izsófalva,001,08
Borsod-Abaúj-Zemplén,Izsófalva,002,08
Borsod-Abaúj-Zemplén,Jákfalva,001,08
Borsod-Abaúj-Zemplén,Járdánháza,001,05
Borsod-Abaúj-Zemplén,Járdánháza,002,05
Borsod-Abaúj-Zemplén,Jósvafő,001,08
Borsod-Abaúj-Zemplén,Kács,001,13
Borsod-Abaúj-Zemplén,Kánó,001,08
Borsod-Abaúj-Zemplén,Kány,001,09
Borsod-Abaúj-Zemplén,Karcsa,001,10
Borsod-Abaúj-Zemplén,Karcsa,002,10
Borsod-Abaúj-Zemplén,Karcsa,003,10
Borsod-Abaúj-Zemplén,Karos,001,10
Borsod-Abaúj-Zemplén,Kazincbarcika,001,07
Borsod-Abaúj-Zemplén,Kazincbarcika,002,07
Borsod-Abaúj-Zemplén,Kazincbarcika,003,07
Borsod-Abaúj-Zemplén,Kazincbarcika,004,07
Borsod-Abaúj-Zemplén,Kazincbarcika,005,07
Borsod-Abaúj-Zemplén,Kazincbarcika,006,07
Borsod-Abaúj-Zemplén,Kazincbarcika,007,07
Borsod-Abaúj-Zemplén,Kazincbarcika,008,07
Borsod-Abaúj-Zemplén,Kazincbarcika,009,07
Borsod-Abaúj-Zemplén,Kazincbarcika,010,07
Borsod-Abaúj-Zemplén,Kazincbarcika,011,07
Borsod-Abaúj-Zemplén,Kazincbarcika,012,07
Borsod-Abaúj-Zemplén,Kazincbarcika,013,07
Borsod-Abaúj-Zemplén,Kazincbarcika,014,07
Borsod-Abaúj-Zemplén,Kazincbarcika,015,07
Borsod-Abaúj-Zemplén,Kazincbarcika,016,07
Borsod-Abaúj-Zemplén,Kazincbarcika,017,07
Borsod-Abaúj-Zemplén,Kazincbarcika,018,07
Borsod-Abaúj-Zemplén,Kazincbarcika,019,07
Borsod-Abaúj-Zemplén,Kazincbarcika,020,07
Borsod-Abaúj-Zemplén,Kazincbarcika,021,07
Borsod-Abaúj-Zemplén,Kazincbarcika,022,07
Borsod-Abaúj-Zemplén,Kazincbarcika,023,07
Borsod-Abaúj-Zemplén,Kazincbarcika,024,07
Borsod-Abaúj-Zemplén,Kazincbarcika,025,07
Borsod-Abaúj-Zemplén,Kazincbarcika,026,07
Borsod-Abaúj-Zemplén,Kazincbarcika,027,07
Borsod-Abaúj-Zemplén,Kazincbarcika,028,07
Borsod-Abaúj-Zemplén,Kázsmárk,001,09
Borsod-Abaúj-Zemplén,Kéked,001,09
Borsod-Abaúj-Zemplén,Kelemér,001,07
Borsod-Abaúj-Zemplén,Kenézlő,001,11
Borsod-Abaúj-Zemplén,Kenézlő,002,11
Borsod-Abaúj-Zemplén,Keresztéte,001,09
Borsod-Abaúj-Zemplén,Kesznyéten,001,12
Borsod-Abaúj-Zemplén,Kesznyéten,002,12
Borsod-Abaúj-Zemplén,Királd,001,07
Borsod-Abaúj-Zemplén,Királd,002,07
Borsod-Abaúj-Zemplén,Kiscsécs,001,12
Borsod-Abaúj-Zemplén,Kisgyőr,001,13
Borsod-Abaúj-Zemplén,Kisgyőr,002,13
Borsod-Abaúj-Zemplén,Kisgyőr,003,13
Borsod-Abaúj-Zemplén,Kishuta,001,10
Borsod-Abaúj-Zemplén,Kiskinizs,001,09
Borsod-Abaúj-Zemplén,Kisrozvágy,001,10
Borsod-Abaúj-Zemplén,Kissikátor,001,05
Borsod-Abaúj-Zemplén,Kistokaj,001,03
Borsod-Abaúj-Zemplén,Kistokaj,002,03
Borsod-Abaúj-Zemplén,Komjáti,001,08
Borsod-Abaúj-Zemplén,Komlóska,001,10
Borsod-Abaúj-Zemplén,Kondó,001,06
Borsod-Abaúj-Zemplén,Korlát,001,09
Borsod-Abaúj-Zemplén,Kovácsvágás,001,10
Borsod-Abaúj-Zemplén,Köröm,001,12
Borsod-Abaúj-Zemplén,Krasznokvajda,001,09
Borsod-Abaúj-Zemplén,Kupa,001,09
Borsod-Abaúj-Zemplén,Kurityán,001,08
Borsod-Abaúj-Zemplén,Kurityán,002,08
Borsod-Abaúj-Zemplén,Lácacséke,001,10
Borsod-Abaúj-Zemplén,Ládbesenyő,001,08
Borsod-Abaúj-Zemplén,Lak,001,08
Borsod-Abaúj-Zemplén,Legyesbénye,001,11
Borsod-Abaúj-Zemplén,Legyesbénye,002,11
Borsod-Abaúj-Zemplén,Léh,001,09
Borsod-Abaúj-Zemplén,Lénárddaróc,001,06
Borsod-Abaúj-Zemplén,Litka,001,09
Borsod-Abaúj-Zemplén,Mád,001,11
Borsod-Abaúj-Zemplén,Mád,002,11
Borsod-Abaúj-Zemplén,Mád,003,11
Borsod-Abaúj-Zemplén,Makkoshotyka,001,10
Borsod-Abaúj-Zemplén,Mályi,001,03
Borsod-Abaúj-Zemplén,Mályi,002,03
Borsod-Abaúj-Zemplén,Mályi,003,03
Borsod-Abaúj-Zemplén,Mályi,004,03
Borsod-Abaúj-Zemplén,Mályi,005,03
Borsod-Abaúj-Zemplén,Mályi,006,03
Borsod-Abaúj-Zemplén,Mályinka,001,06
Borsod-Abaúj-Zemplén,Martonyi,001,08
Borsod-Abaúj-Zemplén,Megyaszó,001,11
Borsod-Abaúj-Zemplén,Megyaszó,002,11
Borsod-Abaúj-Zemplén,Megyaszó,003,11
Borsod-Abaúj-Zemplén,Méra,001,09
Borsod-Abaúj-Zemplén,Méra,002,09
Borsod-Abaúj-Zemplén,Meszes,001,08
Borsod-Abaúj-Zemplén,Mezőcsát,001,12
Borsod-Abaúj-Zemplén,Mezőcsát,002,12
Borsod-Abaúj-Zemplén,Mezőcsát,003,12
Borsod-Abaúj-Zemplén,Mezőcsát,004,12
Borsod-Abaúj-Zemplén,Mezőcsát,005,12
Borsod-Abaúj-Zemplén,Mezőcsát,006,12
Borsod-Abaúj-Zemplén,Mezőcsát,007,12
Borsod-Abaúj-Zemplén,Mezőkeresztes,001,13
Borsod-Abaúj-Zemplén,Mezőkeresztes,002,13
Borsod-Abaúj-Zemplén,Mezőkeresztes,003,13
Borsod-Abaúj-Zemplén,Mezőkeresztes,004,13
Borsod-Abaúj-Zemplén,Mezőkeresztes,005,13
Borsod-Abaúj-Zemplén,Mezőkövesd,001,13
Borsod-Abaúj-Zemplén,Mezőkövesd,002,13
Borsod-Abaúj-Zemplén,Mezőkövesd,003,13
Borsod-Abaúj-Zemplén,Mezőkövesd,004,13
Borsod-Abaúj-Zemplén,Mezőkövesd,005,13
Borsod-Abaúj-Zemplén,Mezőkövesd,006,13
Borsod-Abaúj-Zemplén,Mezőkövesd,007,13
Borsod-Abaúj-Zemplén,Mezőkövesd,008,13
Borsod-Abaúj-Zemplén,Mezőkövesd,009,13
Borsod-Abaúj-Zemplén,Mezőkövesd,010,13
Borsod-Abaúj-Zemplén,Mezőkövesd,011,13
Borsod-Abaúj-Zemplén,Mezőkövesd,012,13
Borsod-Abaúj-Zemplén,Mezőkövesd,013,13
Borsod-Abaúj-Zemplén,Mezőkövesd,014,13
Borsod-Abaúj-Zemplén,Mezőkövesd,015,13
Borsod-Abaúj-Zemplén,Mezőkövesd,016,13
Borsod-Abaúj-Zemplén,Mezőkövesd,017,13
Borsod-Abaúj-Zemplén,Mezőkövesd,018,13
Borsod-Abaúj-Zemplén,Mezőkövesd,019,13
Borsod-Abaúj-Zemplén,Mezőkövesd,020,13
Borsod-Abaúj-Zemplén,Mezőnagymihály,001,13
Borsod-Abaúj-Zemplén,Mezőnagymihály,002,13
Borsod-Abaúj-Zemplén,Mezőnyárád,001,13
Borsod-Abaúj-Zemplén,Mezőnyárád,002,13
Borsod-Abaúj-Zemplén,Mezőzombor,001,11
Borsod-Abaúj-Zemplén,Mezőzombor,002,11
Borsod-Abaúj-Zemplén,Mikóháza,001,10
Borsod-Abaúj-Zemplén,Miskolc,001,01
Borsod-Abaúj-Zemplén,Miskolc,002,01
Borsod-Abaúj-Zemplén,Miskolc,003,01
Borsod-Abaúj-Zemplén,Miskolc,004,01
Borsod-Abaúj-Zemplén,Miskolc,005,01
Borsod-Abaúj-Zemplén,Miskolc,006,01
Borsod-Abaúj-Zemplén,Miskolc,007,01
Borsod-Abaúj-Zemplén,Miskolc,008,01
Borsod-Abaúj-Zemplén,Miskolc,009,01
Borsod-Abaúj-Zemplén,Miskolc,010,01
Borsod-Abaúj-Zemplén,Miskolc,011,01
Borsod-Abaúj-Zemplén,Miskolc,012,01
Borsod-Abaúj-Zemplén,Miskolc,013,01
Borsod-Abaúj-Zemplén,Miskolc,014,01
Borsod-Abaúj-Zemplén,Miskolc,015,01
Borsod-Abaúj-Zemplén,Miskolc,016,01
Borsod-Abaúj-Zemplén,Miskolc,017,01
Borsod-Abaúj-Zemplén,Miskolc,018,01
Borsod-Abaúj-Zemplén,Miskolc,019,01
Borsod-Abaúj-Zemplén,Miskolc,020,01
Borsod-Abaúj-Zemplén,Miskolc,021,01
Borsod-Abaúj-Zemplén,Miskolc,022,01
Borsod-Abaúj-Zemplén,Miskolc,023,01
Borsod-Abaúj-Zemplén,Miskolc,024,01
Borsod-Abaúj-Zemplén,Miskolc,025,01
Borsod-Abaúj-Zemplén,Miskolc,026,01
Borsod-Abaúj-Zemplén,Miskolc,027,02
Borsod-Abaúj-Zemplén,Miskolc,028,02
Borsod-Abaúj-Zemplén,Miskolc,029,02
Borsod-Abaúj-Zemplén,Miskolc,030,02
Borsod-Abaúj-Zemplén,Miskolc,031,02
Borsod-Abaúj-Zemplén,Miskolc,032,02
Borsod-Abaúj-Zemplén,Miskolc,033,02
Borsod-Abaúj-Zemplén,Miskolc,034,02
Borsod-Abaúj-Zemplén,Miskolc,035,02
Borsod-Abaúj-Zemplén,Miskolc,036,02
Borsod-Abaúj-Zemplén,Miskolc,037,02
Borsod-Abaúj-Zemplén,Miskolc,038,02
Borsod-Abaúj-Zemplén,Miskolc,039,02
Borsod-Abaúj-Zemplén,Miskolc,040,02
Borsod-Abaúj-Zemplén,Miskolc,041,02
Borsod-Abaúj-Zemplén,Miskolc,042,02
Borsod-Abaúj-Zemplén,Miskolc,043,02
Borsod-Abaúj-Zemplén,Miskolc,044,02
Borsod-Abaúj-Zemplén,Miskolc,045,02
Borsod-Abaúj-Zemplén,Miskolc,046,02
Borsod-Abaúj-Zemplén,Miskolc,047,02
Borsod-Abaúj-Zemplén,Miskolc,048,02
Borsod-Abaúj-Zemplén,Miskolc,049,02
Borsod-Abaúj-Zemplén,Miskolc,050,02
Borsod-Abaúj-Zemplén,Miskolc,051,02
Borsod-Abaúj-Zemplén,Miskolc,052,02
Borsod-Abaúj-Zemplén,Miskolc,053,02
Borsod-Abaúj-Zemplén,Miskolc,054,02
Borsod-Abaúj-Zemplén,Miskolc,055,02
Borsod-Abaúj-Zemplén,Miskolc,056,02
Borsod-Abaúj-Zemplén,Miskolc,057,02
Borsod-Abaúj-Zemplén,Miskolc,058,02
Borsod-Abaúj-Zemplén,Miskolc,059,02
Borsod-Abaúj-Zemplén,Miskolc,060,02
Borsod-Abaúj-Zemplén,Miskolc,061,02
Borsod-Abaúj-Zemplén,Miskolc,062,02
Borsod-Abaúj-Zemplén,Miskolc,063,02
Borsod-Abaúj-Zemplén,Miskolc,064,02
Borsod-Abaúj-Zemplén,Miskolc,065,02
Borsod-Abaúj-Zemplén,Miskolc,066,02
Borsod-Abaúj-Zemplén,Miskolc,067,02
Borsod-Abaúj-Zemplén,Miskolc,068,02
Borsod-Abaúj-Zemplén,Miskolc,069,02
Borsod-Abaúj-Zemplén,Miskolc,070,02
Borsod-Abaúj-Zemplén,Miskolc,071,02
Borsod-Abaúj-Zemplén,Miskolc,072,02
Borsod-Abaúj-Zemplén,Miskolc,073,02
Borsod-Abaúj-Zemplén,Miskolc,074,02
Borsod-Abaúj-Zemplén,Miskolc,075,02
Borsod-Abaúj-Zemplén,Miskolc,076,02
Borsod-Abaúj-Zemplén,Miskolc,077,02
Borsod-Abaúj-Zemplén,Miskolc,078,02
Borsod-Abaúj-Zemplén,Miskolc,079,03
Borsod-Abaúj-Zemplén,Miskolc,080,03
Borsod-Abaúj-Zemplén,Miskolc,081,03
Borsod-Abaúj-Zemplén,Miskolc,082,03
Borsod-Abaúj-Zemplén,Miskolc,083,03
Borsod-Abaúj-Zemplén,Miskolc,084,03
Borsod-Abaúj-Zemplén,Miskolc,085,03
Borsod-Abaúj-Zemplén,Miskolc,086,03
Borsod-Abaúj-Zemplén,Miskolc,087,03
Borsod-Abaúj-Zemplén,Miskolc,088,03
Borsod-Abaúj-Zemplén,Miskolc,089,03
Borsod-Abaúj-Zemplén,Miskolc,090,03
Borsod-Abaúj-Zemplén,Miskolc,091,03
Borsod-Abaúj-Zemplén,Miskolc,092,03
